InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,IsReturn,DayOfWeek,Hour
550965,84709B,PINK OVAL JEWELLED MIRROR,2,2011-04-21 16:53:00,5.95,16750,United Kingdom,11.9,2011-04,False,Thursday,16
550971,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-21 17:03:00,1.45,13482,United Kingdom,17.4,2011-04,False,Thursday,17
550992,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,2011-04-21 19:05:00,4.65,14512,United Kingdom,13.950000000000001,2011-04,False,Thursday,19
550999,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,2011-04-26 09:12:00,7.95,17670,United Kingdom,31.8,2011-04,False,Tuesday,9
551002,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-04-26 09:37:00,1.25,16834,United Kingdom,30.0,2011-04,False,Tuesday,9
551013,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-04-26 10:54:00,14.95,15108,European Community,14.95,2011-04,False,Tuesday,10
551057,48194,DOORMAT HEARTS,1,2011-04-26 11:59:00,7.95,16942,United Kingdom,7.95,2011-04,False,Tuesday,11
551088,47566,PARTY BUNTING,4,2011-04-26 12:31:00,4.95,14640,United Kingdom,19.8,2011-04,False,Tuesday,12
551158,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-04-26 15:00:00,8.25,16823,United Kingdom,8.25,2011-04,False,Tuesday,15
551160,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-26 15:04:00,2.95,15237,United Kingdom,17.700000000000003,2011-04,False,Tuesday,15
551163,21749,LARGE RED RETROSPOT WINDMILL,4,2011-04-26 15:52:00,2.1,12573,France,8.4,2011-04,False,Tuesday,15
551172,47566,PARTY BUNTING,2,2011-04-26 16:53:00,4.95,17854,United Kingdom,9.9,2011-04,False,Tuesday,16
551184,21232,STRAWBERRY CERAMIC TRINKET BOX,144,2011-04-27 09:03:00,1.06,18220,United Kingdom,152.64000000000001,2011-04,False,Wednesday,9
551202,22300,COFFEE MUG DOG + BALL DESIGN,18,2011-04-27 11:33:00,2.55,17436,United Kingdom,45.9,2011-04,False,Wednesday,11
551268,M,Manual,48,2011-04-27 12:08:00,0.19,16965,United Kingdom,9.120000000000001,2011-04,False,Wednesday,12
551269,21933,PINK VINTAGE PAISLEY PICNIC BAG,20,2011-04-27 12:21:00,1.65,12840,United Kingdom,33.0,2011-04,False,Wednesday,12
551270,M,Manual,1,2011-04-27 12:35:00,2.55,15891,United Kingdom,2.55,2011-04,False,Wednesday,12
551271,22467,GUMBALL COAT RACK,12,2011-04-27 12:39:00,2.55,17187,United Kingdom,30.599999999999998,2011-04,False,Wednesday,12
551277,M,Manual,1,2011-04-27 13:06:00,1.25,13637,United Kingdom,1.25,2011-04,False,Wednesday,13
551334,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-04-27 16:39:00,2.95,17991,United Kingdom,2.95,2011-04,False,Wednesday,16
551337,23136,IVORY WIRE SWEETHEART LETTER TRAY,2,2011-04-27 16:54:00,3.75,16418,United Kingdom,7.5,2011-04,False,Wednesday,16
551342,23201,JUMBO BAG ALPHABET,10,2011-04-28 08:34:00,2.08,16099,United Kingdom,20.8,2011-04,False,Thursday,8
551347,84313C,ORANGE TV TRAY TABLE ,6,2011-04-28 09:20:00,1.95,15768,United Kingdom,11.7,2011-04,False,Thursday,9
551352,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-28 10:20:00,0.29,16637,United Kingdom,13.919999999999998,2011-04,False,Thursday,10
551387,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-04-28 11:40:00,1.65,14240,United Kingdom,19.799999999999997,2011-04,False,Thursday,11
551390,21204,DAISIES  HONEYCOMB GARLAND ,12,2011-04-28 12:03:00,1.65,15143,United Kingdom,19.799999999999997,2011-04,False,Thursday,12
551392,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-04-28 12:07:00,1.25,13229,United Kingdom,15.0,2011-04,False,Thursday,12
551393,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2011-04-28 12:22:00,1.45,14973,United Kingdom,17.4,2011-04,False,Thursday,12
551395,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-04-28 12:47:00,0.65,14271,United Kingdom,7.800000000000001,2011-04,False,Thursday,12
551397,21363,HOME SMALL WOOD LETTERS,2,2011-04-28 12:55:00,4.95,15952,United Kingdom,9.9,2011-04,False,Thursday,12
551413,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-04-28 13:33:00,2.95,16227,United Kingdom,17.700000000000003,2011-04,False,Thursday,13
551418,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2011-04-28 13:50:00,3.25,17893,United Kingdom,3.25,2011-04,False,Thursday,13
551426,16161P,WRAP ENGLISH ROSE ,25,2011-04-28 14:39:00,0.42,14022,United Kingdom,10.5,2011-04,False,Thursday,14
551462,22669,RED BABY BUNTING ,5,2011-04-28 16:11:00,2.95,15210,United Kingdom,14.75,2011-04,False,Thursday,16
551471,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-04-28 16:40:00,8.25,16370,United Kingdom,16.5,2011-04,False,Thursday,16
551519,22560,TRADITIONAL MODELLING CLAY,24,2011-05-01 11:50:00,1.25,14304,United Kingdom,30.0,2011-05,False,Sunday,11
551531,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,2011-05-01 13:45:00,2.55,15376,United Kingdom,15.299999999999999,2011-05,False,Sunday,13
551534,21723,ALPHABET HEARTS STICKER SHEET,24,2011-05-01 14:59:00,0.85,14655,United Kingdom,20.4,2011-05,False,Sunday,14
551535,22477,WATERING CAN GARDEN MARKER,10,2011-05-01 15:33:00,1.25,17615,United Kingdom,12.5,2011-05,False,Sunday,15
551543,21411,GINGHAM HEART  DOORSTOP RED,3,2011-05-03 09:26:00,4.25,16055,United Kingdom,12.75,2011-05,False,Tuesday,9
551548,22175,PINK OWL SOFT TOY,6,2011-05-03 09:44:00,2.95,14149,United Kingdom,17.700000000000003,2011-05,False,Tuesday,9
551549,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-05-03 09:46:00,0.55,17501,United Kingdom,13.200000000000001,2011-05,False,Tuesday,9
551556,15036,ASSORTED COLOURS SILK FAN,24,2011-05-03 10:30:00,0.83,14191,United Kingdom,19.919999999999998,2011-05,False,Tuesday,10
551653,22456,NATURAL SLATE CHALKBOARD LARGE ,6,2011-05-03 12:03:00,4.95,13282,United Kingdom,29.700000000000003,2011-05,False,Tuesday,12
551693,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-05-03 13:36:00,4.95,15582,United Kingdom,14.850000000000001,2011-05,False,Tuesday,13
551713,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-03 15:12:00,0.83,16230,United Kingdom,9.959999999999999,2011-05,False,Tuesday,15
551720,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-03 16:35:00,2.95,18146,United Kingdom,17.700000000000003,2011-05,False,Tuesday,16
551724,48129,DOORMAT TOPIARY,1,2011-05-03 17:12:00,7.95,15976,United Kingdom,7.95,2011-05,False,Tuesday,17
551736,37370,RETRO COFFEE MUGS ASSORTED,504,2011-05-04 10:47:00,1.06,17443,Canada,534.24,2011-05,False,Wednesday,10
551775,22191,IVORY DINER WALL CLOCK,2,2011-05-04 11:21:00,8.5,12886,United Kingdom,17.0,2011-05,False,Wednesday,11
551817,21794,CLASSIC FRENCH STYLE BASKET NATURAL,4,2011-05-04 11:50:00,3.95,17974,United Kingdom,15.8,2011-05,False,Wednesday,11
551822,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,12,2011-05-04 12:26:00,2.1,13524,United Kingdom,25.200000000000003,2011-05,False,Wednesday,12
551823,21770,OPEN CLOSED METAL SIGN,1,2011-05-04 12:29:00,4.95,17955,United Kingdom,4.95,2011-05,False,Wednesday,12
551824,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-05-04 12:32:00,0.85,15128,United Kingdom,8.5,2011-05,False,Wednesday,12
551834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-04 13:13:00,2.95,16610,United Kingdom,17.700000000000003,2011-05,False,Wednesday,13
551836,22501,PICNIC BASKET WICKER LARGE,1,2011-05-04 13:22:00,9.95,17394,United Kingdom,9.95,2011-05,False,Wednesday,13
551843,20750,RED RETROSPOT MINI CASES,2,2011-05-04 13:57:00,7.95,16094,United Kingdom,15.9,2011-05,False,Wednesday,13
551844,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-05-04 14:03:00,1.95,14173,United Kingdom,7.8,2011-05,False,Wednesday,14
551849,22727,ALARM CLOCK BAKELIKE RED ,4,2011-05-04 14:33:00,3.75,16258,United Kingdom,15.0,2011-05,False,Wednesday,14
551852,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-04 14:52:00,2.95,14948,United Kingdom,17.700000000000003,2011-05,False,Wednesday,14
551862,21755,LOVE BUILDING BLOCK WORD,1,2011-05-04 16:07:00,5.95,17384,United Kingdom,5.95,2011-05,False,Wednesday,16
551877,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-05-05 08:30:00,1.79,16990,United Kingdom,179.0,2011-05,False,Thursday,8
551883,22464,HANGING METAL HEART LANTERN,72,2011-05-05 09:15:00,1.45,13762,United Kingdom,104.39999999999999,2011-05,False,Thursday,9
551887,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-05-05 09:29:00,1.65,12593,France,16.5,2011-05,False,Thursday,9
551890,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-05-05 09:44:00,6.75,14340,United Kingdom,27.0,2011-05,False,Thursday,9
551891,79066K,RETRO MOD TRAY,10,2011-05-05 09:53:00,0.85,17429,United Kingdom,8.5,2011-05,False,Thursday,9
551896,22822,CREAM WALL PLANTER HEART SHAPED,4,2011-05-05 10:29:00,5.95,13711,United Kingdom,23.8,2011-05,False,Thursday,10
551954,22799,SWEETHEART WIRE FRUIT BOWL,1,2011-05-05 12:13:00,8.5,14515,United Kingdom,8.5,2011-05,False,Thursday,12
551967,22427,ENAMEL FLOWER JUG CREAM,6,2011-05-05 13:19:00,5.95,16457,United Kingdom,35.7,2011-05,False,Thursday,13
551978,22423,REGENCY CAKESTAND 3 TIER,5,2011-05-05 13:43:00,12.75,17527,United Kingdom,63.75,2011-05,False,Thursday,13
551979,22423,REGENCY CAKESTAND 3 TIER,16,2011-05-05 13:44:00,10.95,14199,United Kingdom,175.2,2011-05,False,Thursday,13
551986,22855,FINE WICKER HEART ,2,2011-05-05 14:41:00,1.25,13888,United Kingdom,2.5,2011-05,False,Thursday,14
551989,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-05-05 15:12:00,2.55,14423,United Kingdom,163.2,2011-05,False,Thursday,15
551991,90175C,BLUE GLASS CHUNKY CHARM BRACELET,1,2011-05-05 15:29:00,8.95,14697,United Kingdom,8.95,2011-05,False,Thursday,15
552004,21089,SET/6 GREEN SPRING PAPER CUPS,10,2011-05-05 16:31:00,0.19,17522,United Kingdom,1.9,2011-05,False,Thursday,16
552011,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-05-05 17:28:00,0.85,13867,United Kingdom,10.2,2011-05,False,Thursday,17
552023,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-05-05 17:59:00,8.95,17624,United Kingdom,35.8,2011-05,False,Thursday,17
552032,23040,PAPER LANTERN 9 POINT SNOW STAR,3,2011-05-05 18:16:00,5.75,14393,United Kingdom,17.25,2011-05,False,Thursday,18
552034,21399,BLUE POLKADOT COFFEE MUG,48,2011-05-05 18:38:00,0.39,17578,United Kingdom,18.72,2011-05,False,Thursday,18
552037,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-05 19:48:00,0.55,13450,United Kingdom,13.200000000000001,2011-05,False,Thursday,19
552044,22179,SET 10 LIGHTS NIGHT OWL,2,2011-05-06 09:14:00,6.75,17423,United Kingdom,13.5,2011-05,False,Friday,9
552045,85066,CREAM SWEETHEART MINI CHEST,2,2011-05-06 09:22:00,12.75,18241,United Kingdom,25.5,2011-05,False,Friday,9
552060,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-05-06 10:39:00,1.06,15668,United Kingdom,76.32000000000001,2011-05,False,Friday,10
552080,22468,BABUSHKA LIGHTS STRING OF 10,24,2011-05-06 11:27:00,5.95,16319,United Kingdom,142.8,2011-05,False,Friday,11
552121,21754,HOME BUILDING BLOCK WORD,6,2011-05-06 11:40:00,5.95,15757,United Kingdom,35.7,2011-05,False,Friday,11
552127,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-06 11:47:00,1.95,17174,United Kingdom,19.5,2011-05,False,Friday,11
552149,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-06 12:00:00,12.75,13365,United Kingdom,51.0,2011-05,False,Friday,12
552167,84836,ZINC METAL HEART DECORATION,12,2011-05-06 12:23:00,1.25,18227,United Kingdom,15.0,2011-05,False,Friday,12
552171,15056BL,EDWARDIAN PARASOL BLACK,60,2011-05-06 13:01:00,4.95,14145,United Kingdom,297.0,2011-05,False,Friday,13
552180,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-05-06 13:35:00,0.55,18235,United Kingdom,13.200000000000001,2011-05,False,Friday,13
552184,84609,TALL ROCOCO CANDLE HOLDER,4,2011-05-06 13:43:00,8.5,13741,United Kingdom,34.0,2011-05,False,Friday,13
552188,22629,SPACEBOY LUNCH BOX ,12,2011-05-06 14:01:00,1.95,12394,Belgium,23.4,2011-05,False,Friday,14
552191,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-05-06 14:12:00,9.95,16832,United Kingdom,19.9,2011-05,False,Friday,14
552192,22831,WHITE BROCANTE SOAP DISH,6,2011-05-06 14:16:00,2.95,15258,United Kingdom,17.700000000000003,2011-05,False,Friday,14
552198,22088,PAPER BUNTING COLOURED LACE,2,2011-05-06 14:47:00,2.95,15552,United Kingdom,5.9,2011-05,False,Friday,14
552217,22151,PLACE SETTING WHITE HEART,24,2011-05-06 15:13:00,0.42,18170,United Kingdom,10.08,2011-05,False,Friday,15
552240,22224,WHITE LOVEBIRD LANTERN,16,2011-05-06 17:04:00,2.95,13723,United Kingdom,47.2,2011-05,False,Friday,17
552255,21213,PACK OF 72 SKULL CAKE CASES,24,2011-05-08 10:33:00,0.55,14005,United Kingdom,13.200000000000001,2011-05,False,Sunday,10
552263,23007, SPACEBOY BABY GIFT SET,6,2011-05-08 11:38:00,14.95,15561,United Kingdom,89.69999999999999,2011-05,False,Sunday,11
552269,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2011-05-08 11:52:00,2.95,16121,United Kingdom,5.9,2011-05,False,Sunday,11
552276,21703,BAG 125g SWIRLY MARBLES,72,2011-05-08 12:31:00,0.42,18142,United Kingdom,30.24,2011-05,False,Sunday,12
552277,22429,ENAMEL MEASURING JUG CREAM,1,2011-05-08 12:34:00,4.25,13642,United Kingdom,4.25,2011-05,False,Sunday,12
552279,20725,LUNCH BAG RED RETROSPOT,10,2011-05-08 12:38:00,1.65,15117,United Kingdom,16.5,2011-05,False,Sunday,12
552280,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-05-08 12:39:00,2.08,13561,United Kingdom,2.08,2011-05,False,Sunday,12
552281,22855,FINE WICKER HEART ,12,2011-05-08 12:42:00,1.25,15704,United Kingdom,15.0,2011-05,False,Sunday,12
552290,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-05-08 13:32:00,8.95,16007,United Kingdom,17.9,2011-05,False,Sunday,13
552293,21175,GIN + TONIC DIET METAL SIGN,6,2011-05-08 14:05:00,2.55,16232,United Kingdom,15.299999999999999,2011-05,False,Sunday,14
552308,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-05-08 15:21:00,2.55,17410,United Kingdom,20.4,2011-05,False,Sunday,15
552309,23284,DOORMAT KEEP CALM AND COME IN,4,2011-05-08 15:22:00,7.95,13835,United Kingdom,31.8,2011-05,False,Sunday,15
552312,23061,VINTAGE EMBOSSED HEART,12,2011-05-08 15:58:00,1.25,13427,United Kingdom,15.0,2011-05,False,Sunday,15
552314,85016,SET OF 6 VINTAGE NOTELETS KIT,6,2011-05-08 16:06:00,0.65,14353,United Kingdom,3.9000000000000004,2011-05,False,Sunday,16
552315,22555,PLASTERS IN TIN STRONGMAN,12,2011-05-08 16:10:00,1.65,12700,France,19.799999999999997,2011-05,False,Sunday,16
552319,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-05-09 08:23:00,0.85,13003,United Kingdom,8.5,2011-05,False,Monday,8
552323,23061,VINTAGE EMBOSSED HEART,12,2011-05-09 09:33:00,1.25,16756,United Kingdom,15.0,2011-05,False,Monday,9
552329,22431,WATERING CAN BLUE ELEPHANT,6,2011-05-09 10:06:00,1.95,13492,Switzerland,11.7,2011-05,False,Monday,10
552365,21713,CITRONELLA CANDLE FLOWERPOT,3,2011-05-09 12:25:00,2.1,16440,United Kingdom,6.300000000000001,2011-05,False,Monday,12
552448,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-05-09 13:45:00,4.95,18120,United Kingdom,4.95,2011-05,False,Monday,13
552449,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-05-09 13:49:00,1.25,12355,Bahrain,30.0,2011-05,False,Monday,13
552461,47566,PARTY BUNTING,50,2011-05-09 14:44:00,4.15,17723,United Kingdom,207.50000000000003,2011-05,False,Monday,14
552463,22694,WICKER STAR ,6,2011-05-09 14:54:00,2.1,14699,United Kingdom,12.600000000000001,2011-05,False,Monday,14
552479,23068,ALUMINIUM STAMPED HEART,8,2011-05-09 15:51:00,2.49,12821,United Kingdom,19.92,2011-05,False,Monday,15
552530,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,2011-05-10 08:58:00,0.42,13055,United Kingdom,10.08,2011-05,False,Tuesday,8
552544,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-05-10 10:29:00,0.85,13320,United Kingdom,8.5,2011-05,False,Tuesday,10
552548,21755,LOVE BUILDING BLOCK WORD,6,2011-05-10 10:35:00,5.95,16357,United Kingdom,35.7,2011-05,False,Tuesday,10
552555,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-05-10 11:20:00,1.69,18242,United Kingdom,40.56,2011-05,False,Tuesday,11
552559,22191,IVORY DINER WALL CLOCK,2,2011-05-10 11:44:00,8.5,15865,United Kingdom,17.0,2011-05,False,Tuesday,11
552563,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-05-10 11:54:00,1.65,17597,United Kingdom,19.799999999999997,2011-05,False,Tuesday,11
552575,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-05-10 12:25:00,1.25,14397,United Kingdom,30.0,2011-05,False,Tuesday,12
552576,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-10 12:26:00,2.08,13242,United Kingdom,20.8,2011-05,False,Tuesday,12
552631,20974,12 PENCILS SMALL TUBE SKULL,24,2011-05-10 12:55:00,0.65,12684,France,15.600000000000001,2011-05,False,Tuesday,12
552642,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-05-10 13:22:00,2.95,14288,United Kingdom,35.400000000000006,2011-05,False,Tuesday,13
552644,21175,GIN + TONIC DIET METAL SIGN,12,2011-05-10 13:25:00,2.55,15063,United Kingdom,30.599999999999998,2011-05,False,Tuesday,13
552649,20719,WOODLAND CHARLOTTE BAG,30,2011-05-10 13:44:00,0.85,12592,Germany,25.5,2011-05,False,Tuesday,13
552652,85131A,BEADED PEARL HEART WHITE ON STICK,40,2011-05-10 14:09:00,1.25,14591,United Kingdom,50.0,2011-05,False,Tuesday,14
552692,22631,CIRCUS PARADE LUNCH BOX ,12,2011-05-10 15:19:00,1.95,13990,United Kingdom,23.4,2011-05,False,Tuesday,15
552694,22768,FAMILY PHOTO FRAME CORNICE,2,2011-05-10 15:25:00,9.95,12749,United Kingdom,19.9,2011-05,False,Tuesday,15
552695,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,2011-05-10 15:31:00,1.25,16320,Unspecified,30.0,2011-05,False,Tuesday,15
552721,23284,DOORMAT KEEP CALM AND COME IN,10,2011-05-11 09:55:00,6.75,14691,United Kingdom,67.5,2011-05,False,Wednesday,9
552723,47566,PARTY BUNTING,12,2011-05-11 10:18:00,4.95,16229,United Kingdom,59.400000000000006,2011-05,False,Wednesday,10
552726,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-11 10:31:00,2.95,14920,United Kingdom,17.700000000000003,2011-05,False,Wednesday,10
552764,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-05-11 11:34:00,3.75,17489,United Kingdom,15.0,2011-05,False,Wednesday,11
552770,23100,SILVER BELLS TABLE DECORATION,12,2011-05-11 11:57:00,1.25,13404,United Kingdom,15.0,2011-05,False,Wednesday,11
552806,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,2011-05-11 12:36:00,3.75,15729,United Kingdom,15.0,2011-05,False,Wednesday,12
552817,23298,SPOTTY BUNTING,6,2011-05-11 12:47:00,4.95,13136,United Kingdom,29.700000000000003,2011-05,False,Wednesday,12
552820,23109,LED TEA LIGHTS,6,2011-05-11 12:53:00,2.89,16644,United Kingdom,17.34,2011-05,False,Wednesday,12
552823,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-05-11 13:06:00,7.95,14731,United Kingdom,7.95,2011-05,False,Wednesday,13
552826,21844,RED RETROSPOT MUG,6,2011-05-11 13:20:00,2.95,14277,France,17.700000000000003,2011-05,False,Wednesday,13
552830,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,2011-05-11 13:49:00,1.65,15187,United Kingdom,39.599999999999994,2011-05,False,Wednesday,13
552831,23283,DOORMAT VINTAGE LEAVES DESIGN ,3,2011-05-11 14:12:00,7.95,13052,United Kingdom,23.85,2011-05,False,Wednesday,14
552833,23167,SMALL CERAMIC TOP STORAGE JAR ,1350,2011-05-11 14:14:00,0.69,18133,United Kingdom,931.4999999999999,2011-05,False,Wednesday,14
552835,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-11 14:17:00,0.55,17664,United Kingdom,13.200000000000001,2011-05,False,Wednesday,14
552843,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-11 14:37:00,0.85,14649,United Kingdom,10.2,2011-05,False,Wednesday,14
552844,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-05-11 14:37:00,2.25,12649,Germany,18.0,2011-05,False,Wednesday,14
552864,22295,HEART FILIGREE DOVE LARGE,12,2011-05-11 17:13:00,1.65,13235,United Kingdom,19.799999999999997,2011-05,False,Wednesday,17
552877,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-05-12 09:49:00,1.65,14883,United Kingdom,16.5,2011-05,False,Thursday,9
552879,47566,PARTY BUNTING,4,2011-05-12 09:55:00,4.95,12976,United Kingdom,19.8,2011-05,False,Thursday,9
552891,84789,ENCHANTED BIRD PLANT CAGE,4,2011-05-12 10:45:00,3.75,14681,United Kingdom,15.0,2011-05,False,Thursday,10
552893,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2011-05-12 10:49:00,1.65,14421,United Kingdom,19.799999999999997,2011-05,False,Thursday,10
552950,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-05-12 12:01:00,1.69,16116,United Kingdom,13.52,2011-05,False,Thursday,12
552951,23102,SILVER HEARTS TABLE DECORATION,2,2011-05-12 12:05:00,0.83,14988,United Kingdom,1.66,2011-05,False,Thursday,12
552961,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2011-05-12 12:54:00,3.25,15489,United Kingdom,19.5,2011-05,False,Thursday,12
552962,21621,VINTAGE UNION JACK BUNTING,2,2011-05-12 12:56:00,8.5,14364,United Kingdom,17.0,2011-05,False,Thursday,12
552967,22558,CLOTHES PEGS RETROSPOT PACK 24 ,14,2011-05-12 13:12:00,1.65,16006,United Kingdom,23.099999999999998,2011-05,False,Thursday,13
552968,21755,LOVE BUILDING BLOCK WORD,3,2011-05-12 13:33:00,5.95,16184,United Kingdom,17.85,2011-05,False,Thursday,13
552975,22918,HERB MARKER PARSLEY,12,2011-05-12 13:58:00,0.65,17932,United Kingdom,7.800000000000001,2011-05,False,Thursday,13
552977,47566,PARTY BUNTING,4,2011-05-12 14:13:00,4.95,18221,United Kingdom,19.8,2011-05,False,Thursday,14
552978,85014B,RED RETROSPOT UMBRELLA,48,2011-05-12 14:46:00,4.95,12590,Germany,237.60000000000002,2011-05,False,Thursday,14
552988,23089,GLASS BON BON JAR,12,2011-05-12 15:17:00,1.65,14853,United Kingdom,19.799999999999997,2011-05,False,Thursday,15
553001,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-05-12 15:23:00,1.25,17658,United Kingdom,45.0,2011-05,False,Thursday,15
553004,22082,RIBBON REEL STRIPES DESIGN ,5,2011-05-12 16:11:00,1.65,17764,United Kingdom,8.25,2011-05,False,Thursday,16
553005,21088,SET/6 FRUIT SALAD PAPER CUPS,6,2011-05-12 16:29:00,0.19,14651,United Kingdom,1.1400000000000001,2011-05,False,Thursday,16
553007,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,72,2011-05-12 16:50:00,0.85,14000,United Kingdom,61.199999999999996,2011-05,False,Thursday,16
553009,21935,SUKI  SHOULDER BAG,10,2011-05-12 16:52:00,1.65,13601,United Kingdom,16.5,2011-05,False,Thursday,16
553017,85014B,RED RETROSPOT UMBRELLA,1,2011-05-12 19:01:00,5.95,12757,Portugal,5.95,2011-05,False,Thursday,19
553034,22560,TRADITIONAL MODELLING CLAY,10,2011-05-12 20:03:00,1.25,17970,United Kingdom,12.5,2011-05,False,Thursday,20
553045,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2011-05-13 09:33:00,0.72,12770,Japan,69.12,2011-05,False,Friday,9
553060,22740,POLKADOT PEN,48,2011-05-13 10:44:00,0.85,15826,United Kingdom,40.8,2011-05,False,Friday,10
553141,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2011-05-13 13:01:00,3.75,15907,United Kingdom,3.75,2011-05,False,Friday,13
553143,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-13 13:15:00,5.45,12695,France,16.35,2011-05,False,Friday,13
553145,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-05-13 13:50:00,2.55,14342,United Kingdom,20.4,2011-05,False,Friday,13
553146,22960,JAM MAKING SET WITH JARS,6,2011-05-13 13:52:00,4.25,14873,United Kingdom,25.5,2011-05,False,Friday,13
553176,48138,DOORMAT UNION FLAG,1,2011-05-15 11:22:00,7.95,14689,United Kingdom,7.95,2011-05,False,Sunday,11
553179,21705,BAG 500g SWIRLY MARBLES,2,2011-05-15 11:30:00,1.65,15440,United Kingdom,3.3,2011-05,False,Sunday,11
553183,21936,RED RETROSPOT PICNIC BAG,5,2011-05-15 12:31:00,2.95,16076,United Kingdom,14.75,2011-05,False,Sunday,12
553192,20969,RED FLORAL FELTCRAFT SHOULDER BAG,6,2011-05-15 13:27:00,3.75,15333,United Kingdom,22.5,2011-05,False,Sunday,13
553194,22561,WOODEN SCHOOL COLOURING SET,6,2011-05-15 13:37:00,1.65,16283,United Kingdom,9.899999999999999,2011-05,False,Sunday,13
553197,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-05-15 14:32:00,0.95,17263,United Kingdom,0.95,2011-05,False,Sunday,14
553204,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-05-15 16:13:00,16.95,16877,United Kingdom,16.95,2011-05,False,Sunday,16
